event_id,collector_tstamp,domain_userid,page_urlpath
b281e304-ea94-449c-bcab-be4a8d7d276f,2016-01-01 01:31:28.0,f8104c6b1a799c5d,/your-box/add-product/2-blade-razor-cartridges/qty/1
b042eeab-5f25-49dd-aa7c-94723a997e7f,2016-01-01 01:32:42.0,149de62e6d0b9d3c,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JWGqCn1GPO0og_A0m0s8cAc/confirm-remove
8b3c4f35-8d9c-436f-a89b-e7a6e1a89857,2016-01-01 01:33:38.0,6e5dd53cd4bfc6b3,/checkout/finish-up
92e31d50-7599-4ff9-a57f-9d52106d6178,2016-01-01 01:34:04.0,afaa5ae5149c4e6d,/our-products
e4c9fee9-d18e-4e84-9a4f-ecf9e54fbab4,2016-01-01 01:34:39.0,0fae168d473387f1,/checkout/complete
0d6a5e6e-5af3-45b6-ad42-bab5ee6d383e,2016-01-01 01:35:03.0,805c5528602d1076,/our-products
1a015d26-cfd4-4603-9b63-00e428d09e0c,2016-01-01 04:31:29.0,e2112d7f2b57fbef,/our-products
980f2f28-ae35-411c-94b7-bafe38f393d1,2016-01-01 04:31:31.0,f2386c5077a10e0c,/our-products/shave/shave-butter
68bd5205-fd0f-41f5-9fde-c44c18de764f,2016-01-01 04:33:15.0,fdc5be4e11fed00a,/checkout/extras
42bad1cd-0cb6-4d2f-a298-8496132f772c,2016-01-01 04:33:29.0,26a60b3f95053289,/checkout/extras
aa9379ba-a867-46d0-aaf6-e35865c0b957,2016-01-01 04:33:38.0,6c7ac227b36b702a,/our-products
f3a055db-ef56-4af2-874a-b2c9a5b88e07,2016-01-01 04:33:40.0,b84420e631a8fe8a,/blades
126aef8d-fb3b-4725-b244-95095e944ab4,2016-01-01 05:31:09.0,56f26241b8a187fd,/our-products
5ec2e0dc-827e-4cc2-a039-3eb5399a9999,2016-01-01 05:31:51.0,abc6e6576196395f,/our-products/shave/post-shave
91d84076-dfa0-4056-8a60-a49b5d9f1757,2016-01-01 05:32:11.0,abc6e6576196395f,/your-box/now/preview
2a20023f-1eee-437d-897b-e91d8e30bd8f,2016-01-01 05:32:20.0,18e6bf4ed4ab9fcc,/your-account
84123929-0b8c-472c-b0c3-a1ad4abbca97,2016-01-01 05:32:26.0,00eb9bebcb2d7eac,/how-it-works
a76e486e-9997-4cb5-ac63-36c228fb3cf0,2016-01-01 05:32:37.0,ae6a333c6d43f51f,/your-box/next
959a17a3-94a0-4468-b3ce-b663b96f5de2,2016-01-01 13:31:11.0,6bbd4bd0f7838698,/login
983fdf40-6d8e-4c0a-a1a1-d8aa3a5a9b54,2016-01-01 13:31:30.0,b410f87747e8ee11,/your-box/add-product/hair-cream
96984fcb-2ec4-42b0-8a17-13dc348a5d1a,2016-01-01 13:31:56.0,aa9eec5a4b740e5c,/our-products
9e806290-f1e8-403d-8cbe-4b2b9993b017,2016-01-01 13:32:16.0,b410f87747e8ee11,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JUu53drpOGwxgIvDV7eJuWi/change-quantity
cb50f378-0086-418e-99d2-f0eddc877b4a,2016-01-01 13:32:29.0,4281407adfe2412d,/your-box/funnel
128d8218-5870-416b-a56d-e5635efce244,2016-01-01 13:33:07.0,fd85fe776589acc3,/our-products
5708180f-a30a-4b44-949a-4ef93956dd65,2016-01-01 13:33:43.0,353fc143cc503f79,/our-products
3c5d9865-7007-439d-997a-c67f10c3e8f8,2016-01-01 13:34:02.0,353fc143cc503f79,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JUciORGKVT8ei2_m70eIVvq/confirm-remove
893a75c0-5adc-48a2-b6b5-883a8782ecac,2016-01-01 13:34:32.0,f2a761c2299c7cff,/your-box/funnel
d07f6f6f-a407-4795-a392-f56cecd25d25,2016-01-01 13:34:48.0,da3892a0e5255c3f,/checkout/extras
b0ee565a-d73d-44b8-ac13-b5ef8f74407f,2016-01-01 17:31:16.0,eb79e588d3388150,/your-box/add-product/wipes/qty/1
87956d0b-8e15-4ee8-8ca9-8c9a6d420394,2016-01-01 17:31:20.0,48802f27c8d1e581,/our-products
ed466d90-7d2b-46d4-9a86-ace13c71cbde,2016-01-01 17:32:46.0,90a10214b7f1507b,/our-products
e320879d-274d-48f9-b221-df8c460d8373,2016-01-01 17:32:55.0,6f99579ebb522d6d,/our-products
1af07f2d-65d1-4762-b858-156f49e243f6,2016-01-01 17:34:08.0,2d2cd6403579aa3a,/your-box/next
1df5cf75-35d0-46ec-b6c2-e57b9ca5f0e2,2016-01-01 17:35:17.0,180fc1e90007f970,/checkout/extras
8f1c535e-f1a2-474e-955c-8b5d505f449c,2016-01-01 17:35:18.0,c2dfe200fe5e0367,/your-box/add-product/hair-fiber
13fde5a2-18c9-4383-9367-c6f0624a7846,2016-01-01 20:32:49.0,37f3ec8aded7907f,/checkout/extras
81516e9a-aa83-4210-b0e5-867bcbbbc85e,2016-01-01 20:33:26.0,cecf12e0ea9eb791,/our-products
81ba0d0a-00cd-4ac6-a30d-a2f2609c01ec,2016-01-01 23:31:19.0,74ca9a5980432c61,/login
8b752526-62fe-492b-8495-a8cb9985a08c,2016-01-01 23:31:33.0,f147b02e7c8aa769,/your-box/add-product/wipes
3c91beb7-4e4b-47b7-a0fa-aa60249cd47c,2016-01-01 23:31:39.0,f147b02e7c8aa769,/our-products/fresh
adee13ac-2994-42a8-8d7f-aa896693e12a,2016-01-01 23:35:16.0,24019e26adb54568,/checkout/extras
216b2139-8d64-479c-be57-ef162f22e5d1,2016-01-01 23:36:05.0,6a9c210661b19c25,/your-box/funnel
30fa3916-2894-4ee9-a2ff-7840ec64815f,2016-01-01 01:32:07.0,e9b5b56e274f794d,/login
d99b4f50-3728-4792-a64a-4bb3935c1443,2016-01-01 01:32:34.0,c1d550357a9b71da,/our-products
5c0a0181-28af-4be5-af0a-ac74891b38ab,2016-01-01 01:34:14.0,24f1e615ac78df2a,/your-box/now/checkout
3b6b1c4f-37e8-4718-a29e-fb0dd6b9e6b5,2016-01-01 01:34:20.0,e823519dcbecf216,/our-products
39f92dbc-7042-421d-8fc0-eb53e97a6dcb,2016-01-01 01:34:53.0,afaa5ae5149c4e6d,/our-products
80c35da1-9e13-41a8-8efc-3f95a8c17112,2016-01-01 04:31:28.0,f280cb156542477d,/our-products/fresh
b4c2baf3-165a-40bd-b0be-8acfb077eeb3,2016-01-01 04:32:40.0,2f99778096fdd00b,/your-box/funnel
f77baed9-56b9-4c3f-ab89-cdd09a69f193,2016-01-01 04:33:10.0,6c7ac227b36b702a,/our-products
f77b5a83-8692-4f3f-b9d9-1cb08b83240a,2016-01-01 05:31:17.0,d091058411d085cf,/login
385a344c-040f-481e-8831-92475e71552b,2016-01-01 05:31:42.0,ae6a333c6d43f51f,/our-products/humble-twin
8d3460cf-8741-4b0b-a1d3-61a7791255ca,2016-01-01 05:31:52.0,1a05f61e3ba3079f,/our-products/shave/shave-butter
71b21f45-17ef-43b3-8a61-26ab34fa56e2,2016-01-01 05:33:08.0,81b8d55f02fba8cc,/our-products/style/match/desired-style
8402ddcd-3781-485b-97f6-10317e18a208,2016-01-01 05:34:41.0,5b07e87fa7d1aaa1,/checkout/extras
d22ad6c4-fff0-459a-917b-8d4f793b1626,2016-01-01 05:35:33.0,564df5f0d276b0b6,/our-products
99daf3c6-bcb2-46cf-8dd2-78e63f06bb1a,2016-01-01 13:31:22.0,b410f87747e8ee11,/our-products
c8c561e3-a268-40dc-8a9f-ced5a3e7d563,2016-01-01 13:31:38.0,b410f87747e8ee11,/our-products/fresh
3bf19b11-ccdf-4415-8a1b-663ef40fdc85,2016-01-01 13:31:51.0,b410f87747e8ee11,/our-products
42bed1ec-08b6-4260-a13d-e424a4f361ae,2016-01-01 13:33:44.0,e036a555bc91ff86,/your-box/item/cJR91a5DKUwV57tX2XmQUtB56luPQO3gCnAuqjwQc4uXV4Y0e5ceLyxMEXcSgqA7/change-quantity
acc0d85f-878c-454a-8220-f1f8df320e03,2016-01-01 13:33:53.0,e42ee3f37177f787,/your-box/item/cJR91a5DKUwV57tX2XmQUtB56luPQO3gCnAuqjwQc4smmzr3D64_NorpgzKku3xs/change-quantity
66e17c35-6fff-4909-96bb-f36b5977b8ea,2016-01-01 13:34:55.0,da3892a0e5255c3f,/blades
86e6a85e-a421-4acb-b106-4ecfe0dce8ae,2016-01-01 17:31:22.0,eb79e588d3388150,/your-box/add-product/hair-clay
eac9253b-750d-4ce7-8e9a-32d0297a001e,2016-01-01 17:31:46.0,01ffe789f596ef32,/your-box/add-product/post-shave/qty/1
531e96cc-55fa-4ae2-b1e6-f68ba67f8f1a,2016-01-01 17:32:41.0,6f99579ebb522d6d,/checkout/extras
069b52b8-b8d3-43ad-9134-6bbdff8a2e7a,2016-01-01 17:33:07.0,6f99579ebb522d6d,/your-box/add-product/post-shave/qty/1
9b47e22f-0d91-4e2d-a1ad-e1aacdf5a65e,2016-01-01 17:35:28.0,c2dfe200fe5e0367,/your-box/add-product/hair-fiber/qty/1
c08205d7-8b5d-4285-a45b-78b836f2a809,2016-01-01 20:33:00.0,6ad0253cb188dc3a,/our-products/fresh/wipes
3cb17cf3-f21a-4e37-9a4b-9ae13dd1ea0f,2016-01-01 20:33:38.0,6efd059c8789cec5,/our-products
8d46e7d8-c3a8-4e6a-b11c-7a0b671e97c6,2016-01-01 20:34:03.0,463d5f15d7b68d25,/checkout/extras
6306027a-a999-4ac4-bf43-8be04a276098,2016-01-01 20:34:56.0,78b2f9c76f94d944,/checkout/extras
a1f81a1c-3172-48ec-bf11-536a0137c5bb,2016-01-01 23:31:53.0,92a42f03babc53e3,/your-box/add-product/hair-clay
be3bf308-c2f0-47cd-bde0-3bd165bd590a,2016-01-01 23:32:43.0,567f6d8ce6cd4ed1,/checkout/finish-up/3B
a4a2ccac-8e66-4f12-99da-3bc23c319570,2016-01-01 23:32:44.0,6a58e985a6e24549,/login
79fa7c91-9313-498b-9ea0-9306d9de0f25,2016-01-01 01:31:13.0,9d264fd400081815,/
76fb2b72-2905-4aa7-9f82-22c8a750b859,2016-01-01 01:33:08.0,24f1e615ac78df2a,/
d354f25e-fc69-464c-bdc6-8bb10ec0ae4e,2016-01-01 01:33:09.0,d604b4131e7a6765,/blades
d8f1e701-772c-441c-a657-a2cbcc457e90,2016-01-01 01:33:10.0,da44cd3f233ae2e3,/
0ffdb7f7-ac36-4169-893e-619a56bc2c57,2016-01-01 01:33:23.0,979475a6a600fc2b,/checkout/extras
1aab01a0-c33f-4787-a4bc-b2392f79e34d,2016-01-01 01:34:27.0,afaa5ae5149c4e6d,/our-products/style
fac362e0-71fa-4caa-a8f7-b7fe5abe6bc8,2016-01-01 04:32:13.0,bb0d6fefdbe2f0dc,/our-products/style/match/desired-style
b676e6f9-9a73-4ad9-8ea9-18726f782058,2016-01-01 04:33:18.0,6c7ac227b36b702a,/our-products/style
d3c08876-4732-44c9-8476-d56420e4be28,2016-01-01 04:33:40.0,e6cb4e7293428cc6,/our-products/shave/post-shave
15e08c29-41b3-46ba-81f3-627d821b2dda,2016-01-01 05:30:57.0,56f26241b8a187fd,/login
8baa7ac5-3bcc-4be8-bb52-73c0db0ee64e,2016-01-01 05:31:16.0,c768678b9d7f528d,/login
200c240d-09a1-4fed-a318-68d52427260f,2016-01-01 05:32:20.0,49e0eadb37c3f99a,/our-products/style/match/current-product
e0f43799-f4e3-4861-90e4-bf22f6265b37,2016-01-01 05:32:46.0,bbe81a57145b8587,/our-products
d3b8eee7-ad10-415d-9bcb-1140f77ac8b1,2016-01-01 05:32:57.0,274d7a4a2f91becd,/blades
b35b9b05-3e0d-4ae5-9800-702afbffd43b,2016-01-01 05:33:31.0,ec35d7c52b9d22a2,/your-box/add-product/wipes
1e63e0eb-991a-4508-9f51-e32d7c485801,2016-01-01 05:33:47.0,668af5a328f46e14,/your-box/add-product/travel-hair-gel
b2591ffc-40ac-4c0c-82c6-a27b3a9cef14,2016-01-01 05:34:23.0,5b07e87fa7d1aaa1,/your-box/funnel
ad353ba5-6501-4518-9bd2-518c3c31fad4,2016-01-01 05:35:02.0,6a175014e2f289f7,/login
f49a02f1-f950-46a8-806b-2b053267a562,2016-01-01 05:35:06.0,3b643fc11dcf2836,/your-box/funnel
db7bbcbf-1672-423e-ac58-f450b08f375d,2016-01-01 13:30:37.0,a24c2371c68a09c8,/blades
05e674ee-adb0-44ce-876e-187ce4f1f6c4,2016-01-01 13:31:12.0,b410f87747e8ee11,/our-products/style
25176877-a6d2-4da2-80e6-ff163cd0d279,2016-01-01 13:31:24.0,b410f87747e8ee11,/our-products/fresh
e4050ba2-4d75-4f4b-ab93-e8bb8c4bf187,2016-01-01 13:31:37.0,b410f87747e8ee11,/your-account
476a30f2-47c2-499b-9915-fd405fce166e,2016-01-01 13:32:14.0,f1ccb4e074524966,/our-products/style/match/current-product
613e522c-5c31-4137-8e76-ae79a6d02175,2016-01-01 13:32:22.0,69aaaf82c5c21741,/your-box/add-product/shave-butter/qty/1
2279d54a-01d0-439c-b34f-7cf21f923278,2016-01-01 13:33:27.0,353fc143cc503f79,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JUciORGKVT8ei2_m70eIVvq/change-quantity
755e7f3e-d460-4998-98eb-0265c2d082ab,2016-01-01 13:33:38.0,1a3a0aa8a766dcc8,/checkout/extras
ac365ac5-f269-434f-b15d-6936dd08e1e8,2016-01-01 17:30:37.0,104aa78e0c2447bd,/checkout/finish-up
69528bea-acf2-4a78-b89b-2ede5a50526b,2016-01-01 17:31:01.0,104aa78e0c2447bd,/login
a2aadbe6-394a-4475-b48a-7bfb0e14a9c8,2016-01-01 17:33:39.0,9dea9d9a700e4744,/your-box/add-product/shave-butter
6b54726b-15ca-4af5-9aca-221178a74ca4,2016-01-01 17:35:52.0,11f32bdd18abdb41,/your-box/funnel
060aa670-c2d7-4d25-9638-0b44ffc707ac,2016-01-01 20:31:02.0,3ccc64557834f2d2,/login
c12a699b-2631-41ad-b350-01c2922b134c,2016-01-01 20:31:39.0,3ccc64557834f2d2,/your-box/add-product/wipes/qty/1
d2f81fe7-fe2a-45f9-9c47-fbd68d5125ca,2016-01-01 20:32:03.0,9f28a5a7a6a04e43,/your-box/next
b8ceb264-3b45-4ee5-9ad7-1d5f8b7067a9,2016-01-01 20:32:21.0,cd7920b765ad2b0e,/your-box/now
51fabc07-10c0-4d85-a8ce-99cc25e04db3,2016-01-01 20:32:38.0,b193a61bb31a4023,/our-products/style/match/current-product
ee4446e3-a8b6-44c0-9d5e-a7dc9372ed73,2016-01-01 20:32:41.0,c38f67fd8e9ea911,/our-products
69d1bf06-06fb-4ca0-b69e-bd4a9c580776,2016-01-01 20:32:59.0,cecf12e0ea9eb791,/our-products/style
e55743a9-5b10-414b-9774-165445c414ba,2016-01-01 20:33:29.0,6efd059c8789cec5,/login
3b5373ae-6e13-4257-95a3-bae2607785ab,2016-01-01 20:33:35.0,ac94f51bd30c93f3,/your-box/funnel
47a55b59-0bf3-4ecf-a7e4-8d3940c7d422,2016-01-01 20:34:21.0,849bf6013134ae8c,/our-products
281aad17-54d0-403d-aa3c-b8bd0a555f92,2016-01-01 20:35:19.0,a400d48c0acefeb7,/your-box/add-product/hair-fiber/qty/1
65bc5e9f-92ba-4a7a-a874-dcf46ef6e003,2016-01-01 23:31:30.0,f147b02e7c8aa769,/membership-settings
9e33b9d4-8d4e-4620-994c-7ae93d8c35fe,2016-01-01 23:31:49.0,f147b02e7c8aa769,/our-products/fresh
12def636-2a8f-4b30-98c7-ae1d8b2955bc,2016-01-01 23:31:50.0,f147b02e7c8aa769,/your-box/next
d1b9e448-198f-43db-abb8-094b4bc0f095,2016-01-01 23:32:08.0,8929f87dea9cac69,/your-box/add-product/post-shave/qty/1
e2faab1c-3d81-41cf-ae27-3f46bc338874,2016-01-01 23:33:23.0,6a58e985a6e24549,/your-box/next
52e9f008-bbc2-4415-802e-86c302ee57ff,2016-01-01 23:34:32.0,71fee61f3b93753b,/login
aeb868f9-b164-4a6f-9bfd-626effefdfba,2016-01-01 23:34:44.0,3ddaba6c1b20d58c,/checkout/extras
326f6e49-9ebe-466d-9770-d45a08f43c55,2016-01-01 01:32:40.0,149de62e6d0b9d3c,/your-box/next
48baa1f1-241a-4c92-8e64-a279ae78cfe4,2016-01-01 04:33:19.0,53581ef8d9030cb4,/your-box/now/preview
43c0a636-9537-44de-9255-d5fe8bf0d4b4,2016-01-01 05:32:31.0,fce705d566d1e963,/checkout/extras
841c3baa-9e02-49c7-bfd3-8aa851db9bcd,2016-01-01 05:33:38.0,df05df91d318d4c3,/our-products/shave
61fc47a5-3b80-444d-aee9-a69270791f36,2016-01-01 05:33:44.0,668af5a328f46e14,/our-products
b0279317-a627-4d84-bc4a-f2064f4a3eb5,2016-01-01 05:35:22.0,3b643fc11dcf2836,/checkout/extras
fdc1721f-4b60-4304-a2fb-9e9e0895e1e6,2016-01-01 13:32:04.0,b410f87747e8ee11,/your-box/next
3cd5b9fe-62f5-4e2a-9343-2297fb24329c,2016-01-01 13:32:21.0,6bbd4bd0f7838698,/our-products
97d5de41-4306-41b9-a722-ce3c4ddaee03,2016-01-01 13:32:27.0,5ca4871224b1c594,/login
24a70af1-c462-4132-ae86-2cc9d0c9e1d2,2016-01-01 13:33:02.0,0d0c23e4fafdbccc,/our-products/style/match/current-product
67c0ce4c-128c-4b82-b7ce-d5f40c98f635,2016-01-01 13:34:49.0,5e825ebe0b892791,/our-products
4963561c-c6d8-4a20-93b9-116127035af9,2016-01-01 13:35:06.0,dc39798b36b5e572,/login
ee839ce7-8274-4ea7-84a4-5bba7a467081,2016-01-01 17:31:09.0,9f4e02ba0093001c,/login
c0f83b69-af21-4e48-ac83-99acd434d09c,2016-01-01 17:32:14.0,9f4e02ba0093001c,/your-account
779b4b26-3816-4ac1-a233-573058127314,2016-01-01 20:31:15.0,3ccc64557834f2d2,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JVeVLkZJLhkKTOzfcjPgeXM/change-frequency
1f67067b-78da-4f43-b83f-83075636de7f,2016-01-01 20:32:17.0,3ccc64557834f2d2,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JUa4L3yWGCwu67EhS71oVcr/change-quantity
0a7624a2-ca53-4f05-98c2-90b52db9e267,2016-01-01 20:34:31.0,78b2f9c76f94d944,/blades
0e29c4e2-1356-4e31-bb64-85eb300d4e5d,2016-01-01 23:31:23.0,92a42f03babc53e3,/our-products
811b907f-e39c-449f-a33a-e6f1a6984111,2016-01-01 01:30:59.0,e0f219dd791b113a,/our-products/style/match/desired-style
0dcb23ba-173f-4d5b-a35c-376f06aa8333,2016-01-01 01:31:19.0,3497ef5179299de5,/our-products/fresh
7b71134f-2b9c-41be-91b4-b3917a528741,2016-01-01 01:31:28.0,149de62e6d0b9d3c,/login
ffd021f7-4abf-4156-a5c7-236335f03e52,2016-01-01 01:32:00.0,6a4dbbd668e23ee0,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JXrj6mCYhZkPoqJ28CVBcNI/change-quantity
5888ea59-ed4b-4c70-96b0-4204c7800d0e,2016-01-01 01:32:40.0,e823519dcbecf216,/login
8f48f0fe-b2c3-46d5-9566-f1e412b7f346,2016-01-01 01:33:22.0,5636c894bffd1a5e,/your-box/funnel
1394e5d6-e297-446a-a98e-6ace56aa4f22,2016-01-01 01:33:40.0,c06b545e5f9caf60,/blades
974fce7a-9b8b-4a98-835d-616dc9547e85,2016-01-01 04:31:12.0,f7eaa77152d60c14,/blades
69461259-063b-4370-b98a-1db6a74d1af5,2016-01-01 04:31:48.0,e2112d7f2b57fbef,/your-box/item/MNgCneCQnBTsAhpUSKW9lFF4HVq0-nvtRoKs8OI38JV_SQnTgoI0kagsifgMhXd_/change-quantity
63116180-7acd-4c06-aec1-f197bf33b63b,2016-01-01 04:32:44.0,a1b9036e88dcfa3a,/checkout/extras
24a4597a-db66-41c2-bf26-a627c92aaf1e,2016-01-01 04:32:44.0,53581ef8d9030cb4,/
6f595803-eae3-46cc-8d34-a2821a5497a8,2016-01-01 04:33:01.0,bef47dbdecd96b89,/your-box/next
a0a48ea2-caf0-4689-855b-3c95f943b552,2016-01-01 04:33:21.0,53581ef8d9030cb4,/your-box/now
95054935-a0f7-4e15-bc7a-16c17a0cfd5f,2016-01-01 04:36:37.0,705e64359c4a39cb,/your-box/next
